,index,Individual_ID,DropoutPrediction,Probability_NoDrop,Probability_Drop,SR_NO,AGE,SCHOOL_ENTRY_AGE,LEV_CURR_ATTEND,COURSE_CD,DURATION_ACADEMY,WH_PRESENT_CLASS,INSTITUTION_CD,INSTITUTION_NATURE_CD,REASON_PRIVATE,MEDIUM_CD,LANGUAGE_CD,TYPE_COURSE_CD,EDUCATION_FREE,FEE_WAIVED,ANNUAL_AMT_WAIVED,REASON_WAIVED,SCHOLARSHIP,ANNUAL_AMT_RECVD,SCHOLARSHIP_TYPE,AGENCY,RECVD_TXT_BOOK_CD,RECVD_STAT_CD,FREE_MID_DAY_MEAL,PROVIDED_AGENCY,TRANSPORT_CD,CONCESSION_RECVD,DIST_RESIDENCE,EDU_INSTIT_CHANGE,PRIV_COACHING,PROPOSE_PRIV_COACHING,SRL_NO,ELE_NO,BLK,ROUND,ID_KEY
1989,2125,9783103,1.0,0.07470592474352197,0.9252940752564771,3,21.0,6.0,13.0,6.0,12.0,2.0,3.0,2.0,5.0,2.0,1.0,1.0,2.0,3.0,,,2.0,,,2.0,6.0,6.0,2.0,,3.0,1.0,5.0,1.0,2.0,,3,1,5,71,978310
1992,2128,9783113,1.0,0.08159282570308707,0.9184071742969124,3,11.0,6.0,7.0,1.0,12.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,2.0,2.0,2.0,1.0,1.0,9.0,3,1,5,71,978311
1994,2130,9783133,1.0,0.03704831594247156,0.9629516840575277,3,10.0,5.0,8.0,1.0,12.0,2.0,3.0,1.0,1.0,15.0,15.0,1.0,1.0,,,,2.0,,,,1.0,6.0,2.0,,2.0,,2.0,1.0,2.0,,3,1,5,71,978313
1996,2132,9783143,1.0,0.09060736489164796,0.9093926351083524,3,17.0,6.0,10.0,1.0,12.0,2.0,3.0,2.0,2.0,2.0,22.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,3.0,1.0,5.0,5.0,1.0,9.0,3,1,5,71,978314
1997,2133,9783153,1.0,0.09054677416441188,0.9094532258355886,3,15.0,6.0,8.0,1.0,12.0,2.0,3.0,2.0,1.0,2.0,22.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,2.0,2.0,2.0,1.0,1.0,9.0,3,1,5,71,978315
1999,2135,9783273,1.0,0.049327144192021125,0.9506728558079793,3,15.0,6.0,10.0,1.0,12.0,2.0,3.0,3.0,1.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,3.0,3.0,2.0,,9.0,2.0,1.0,1.0,1.0,9.0,3,1,5,71,978327
2000,2136,9783284,1.0,0.061587238852613205,0.9384127611473863,4,5.0,5.0,7.0,1.0,12.0,2.0,3.0,2.0,1.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,3.0,3.0,2.0,,1.0,,1.0,1.0,1.0,9.0,4,1,5,71,978328
2001,2137,9783283,1.0,0.07248614523752785,0.927513854762471,3,10.0,6.0,7.0,1.0,12.0,2.0,3.0,2.0,1.0,15.0,15.0,1.0,2.0,3.0,,,2.0,,,,3.0,3.0,2.0,,1.0,,1.0,1.0,1.0,9.0,3,1,5,71,978328
2002,2138,9783293,1.0,0.1431151252433252,0.8568848747566752,3,9.0,6.0,7.0,1.0,12.0,2.0,3.0,3.0,2.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,3.0,3.0,2.0,,1.0,2.0,1.0,1.0,1.0,3.0,3,1,5,71,978329
2004,2140,9783314,1.0,0.09060736489164796,0.9093926351083524,4,17.0,6.0,11.0,19.0,12.0,2.0,1.0,1.0,,15.0,15.0,1.0,2.0,,,,2.0,,,,6.0,6.0,2.0,,3.0,1.0,5.0,2.0,2.0,,4,1,5,71,978331
2005,2141,9783313,1.0,0.08977579670575747,0.9102242032942429,3,19.0,6.0,11.0,6.0,12.0,2.0,1.0,1.0,,15.0,15.0,1.0,2.0,,,,2.0,,,,6.0,6.0,2.0,,3.0,1.0,5.0,2.0,2.0,,3,1,5,71,978331
2007,2145,9783363,1.0,0.12893588749096524,0.8710641125090364,3,21.0,5.0,11.0,3.0,12.0,2.0,2.0,1.0,1.0,1.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,3.0,1.0,4.0,1.0,2.0,,3,1,5,71,978336
2010,2148,9783523,1.0,0.13788387338792854,0.8621161266120717,3,23.0,6.0,11.0,14.0,12.0,2.0,3.0,2.0,6.0,2.0,22.0,3.0,2.0,2.0,,,2.0,,,,6.0,6.0,2.0,,3.0,2.0,5.0,5.0,2.0,,3,1,5,71,978352
2013,2152,9783553,1.0,0.10053455732351482,0.8994654426764845,3,13.0,6.0,7.0,1.0,12.0,2.0,3.0,2.0,2.0,2.0,7.0,1.0,2.0,3.0,,,2.0,,,,3.0,3.0,2.0,,2.0,2.0,1.0,1.0,1.0,1.0,3,1,5,71,978355
2014,2153,9783564,1.0,0.06965368475694216,0.9303463152430583,4,12.0,5.0,8.0,1.0,12.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,9.0,2.0,3.0,1.0,2.0,,4,1,5,71,978356
2015,2154,9783563,1.0,0.006428874130782439,0.9935711258692187,3,14.0,5.0,8.0,1.0,12.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,9.0,2.0,5.0,5.0,2.0,,3,1,5,71,978356
2019,2159,9663442,1.0,0.19466534021164925,0.8053346597883498,2,19.0,6.0,14.0,2.0,12.0,2.0,1.0,1.0,,15.0,15.0,1.0,2.0,2.0,900.0,2.0,2.0,,,,6.0,6.0,2.0,,3.0,2.0,5.0,1.0,2.0,,2,1,5,71,966344
2028,2169,9668373,1.0,0.05726611000197141,0.942733889998028,3,20.0,6.0,15.0,6.0,12.0,2.0,2.0,,5.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,9.0,,2.0,1.0,2.0,,3,1,5,71,966837
2029,2170,9668384,1.0,0.05385926278546243,0.9461407372145368,4,16.0,6.0,10.0,1.0,12.0,2.0,2.0,,2.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,1.0,,1.0,1.0,2.0,,4,1,5,71,966838
2033,2174,10126074,1.0,0.08879310618814266,0.9112068938118578,4,12.0,5.0,8.0,1.0,12.0,2.0,2.0,1.0,2.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,2.0,,5.0,1.0,2.0,,4,1,5,71,1012607
2034,2175,10126073,1.0,0.08903144990049229,0.9109685500995074,3,20.0,5.0,13.0,6.0,12.0,2.0,2.0,,2.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,9.0,,5.0,1.0,2.0,,3,1,5,71,1012607
2035,2176,10126084,1.0,0.06286959979674546,0.9371304002032551,4,7.0,5.0,7.0,1.0,12.0,2.0,2.0,1.0,2.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,2.0,,2.0,1.0,1.0,1.0,4,1,5,71,1012608
2036,2177,10126083,1.0,0.07194646449948819,0.9280535355005116,3,13.0,5.0,8.0,1.0,12.0,2.0,2.0,1.0,2.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,2.0,,2.0,1.0,1.0,1.0,3,1,5,71,1012608
2037,2178,10126093,1.0,0.14600909920155256,0.8539909007984489,3,19.0,5.0,14.0,4.0,12.0,2.0,2.0,,2.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,9.0,,3.0,1.0,1.0,1.0,3,1,5,71,1012609
2038,2179,10126104,1.0,0.05651045554262382,0.9434895444573751,4,8.0,5.0,7.0,1.0,12.0,2.0,3.0,1.0,2.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,1.0,1.0,2.0,,2.0,,5.0,1.0,2.0,,4,1,5,71,1012610
2040,2181,10126113,1.0,0.14893181449311294,0.8510681855068879,3,15.0,5.0,10.0,1.0,12.0,2.0,2.0,1.0,2.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,9.0,,1.0,1.0,2.0,,3,1,5,71,1012611
2042,2183,10126143,1.0,0.07226931156379669,0.9277306884362041,3,21.0,6.0,14.0,6.0,12.0,2.0,2.0,,2.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,9.0,,5.0,1.0,1.0,1.0,3,1,5,71,1012614
2047,2188,10126171,1.0,0.0029548399442558275,0.9970451600557451,1,21.0,6.0,14.0,5.0,12.0,2.0,2.0,,2.0,2.0,1.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,9.0,,4.0,1.0,2.0,,1,1,5,71,1012617
2048,2189,10126181,1.0,0.0007500093652943397,0.9992499906347038,1,17.0,6.0,14.0,6.0,12.0,2.0,2.0,,2.0,2.0,1.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,9.0,,5.0,1.0,2.0,,1,1,5,71,1012618
2052,2193,10126214,1.0,0.06041790093035499,0.9395820990696462,4,11.0,6.0,8.0,1.0,12.0,2.0,2.0,1.0,2.0,15.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,2.0,,5.0,1.0,2.0,,4,1,5,71,1012621
2054,2195,10126215,1.0,0.054439818276524235,0.9455601817234774,5,8.0,6.0,7.0,1.0,12.0,2.0,2.0,1.0,2.0,15.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,2.0,,5.0,1.0,2.0,,5,1,5,71,1012621
2058,2199,10126273,1.0,0.04466901260078013,0.9553309873992215,3,23.0,5.0,16.0,13.0,12.0,2.0,2.0,,2.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,1.0,,2.0,1.0,2.0,,3,1,5,71,1012627
2066,2207,10129803,1.0,0.08077060476104927,0.9192293952389523,3,8.0,6.0,7.0,1.0,12.0,2.0,2.0,1.0,2.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,1.0,2.0,2.0,,3.0,1.0,2.0,,3,1,5,71,1012980
2067,2208,10129835,1.0,0.028999833132125903,0.9710001668678749,5,18.0,6.0,12.0,14.0,12.0,2.0,2.0,,2.0,15.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,1.0,3.0,1.0,5.0,1.0,2.0,,5,1,5,71,1012983
2068,2209,10129837,1.0,0.02920463605482356,0.9707953639451773,7,16.0,6.0,10.0,1.0,12.0,2.0,2.0,,2.0,15.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,1.0,1.0,,1.0,1.0,2.0,,7,1,5,71,1012983
2070,2211,10129843,1.0,0.04580126761612799,0.954198732383873,3,14.0,6.0,10.0,1.0,12.0,2.0,2.0,,2.0,15.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,1.0,,1.0,1.0,2.0,,3,1,5,71,1012984
2071,2212,10129856,1.0,0.14543578941646293,0.8545642105835373,6,17.0,6.0,11.0,2.0,12.0,2.0,2.0,,2.0,15.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,3.0,2.0,5.0,1.0,2.0,,6,1,5,71,1012985
2072,2213,10129855,1.0,0.014228936690535468,0.9857710633094654,5,15.0,6.0,10.0,1.0,12.0,2.0,2.0,,2.0,15.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,1.0,,1.0,1.0,2.0,,5,1,5,71,1012985
2074,2215,10129983,1.0,0.03313985889416206,0.9668601411058372,3,24.0,6.0,14.0,13.0,12.0,2.0,3.0,1.0,6.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,2.0,6.0,2.0,,9.0,,5.0,5.0,2.0,,3,1,5,71,1012998
2075,2216,10129994,1.0,0.09018149255031498,0.9098185074496843,4,14.0,6.0,8.0,1.0,12.0,2.0,3.0,1.0,2.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,2.0,,5.0,1.0,1.0,9.0,4,1,5,71,1012999
2076,2217,10129993,1.0,0.09054677416441188,0.9094532258355886,3,15.0,6.0,8.0,1.0,12.0,2.0,3.0,1.0,2.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,2.0,,5.0,1.0,1.0,9.0,3,1,5,71,1012999
2077,2218,10130002,1.0,0.06357894470970311,0.9364210552902954,2,24.0,6.0,16.0,4.0,12.0,2.0,2.0,,6.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,9.0,,2.0,1.0,2.0,,2,1,5,71,1013000
2078,2219,10130012,1.0,0.014349947752286095,0.9856500522477161,2,26.0,6.0,16.0,2.0,12.0,2.0,2.0,,2.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,9.0,,5.0,1.0,1.0,2.0,2,1,5,71,1013001
2080,2221,10130054,1.0,0.09365061309011696,0.9063493869098815,4,25.0,6.0,16.0,13.0,12.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,9.0,,5.0,5.0,1.0,2.0,4,1,5,71,1013005
2081,2222,10130164,1.0,0.0038492596533908664,0.9961507403466078,4,19.0,6.0,14.0,6.0,12.0,1.0,3.0,1.0,2.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,3.0,1.0,5.0,1.0,2.0,,4,1,5,71,1013016
2082,2223,10130194,1.0,0.03500142403340094,0.9649985759665989,4,21.0,6.0,15.0,11.0,12.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,14400.0,9.0,2.0,,,,6.0,6.0,2.0,,1.0,,1.0,2.0,2.0,,4,1,5,71,1013019
2083,2224,10130193,1.0,0.03446026932705115,0.9655397306729497,3,22.0,6.0,15.0,11.0,12.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,14400.0,9.0,2.0,,,,6.0,6.0,2.0,,1.0,,1.0,2.0,2.0,,3,1,5,71,1013019
2084,2225,10130214,1.0,0.19867457311564435,0.8013254268843549,4,6.0,5.0,7.0,1.0,12.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,9000.0,9.0,2.0,,,,6.0,6.0,2.0,,1.0,,1.0,1.0,2.0,,4,1,5,71,1013021
2085,2226,10130213,1.0,0.2052941517706633,0.7947058482293362,3,8.0,5.0,7.0,1.0,12.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,9000.0,9.0,2.0,,,,6.0,6.0,2.0,,1.0,,1.0,1.0,2.0,,3,1,5,71,1013021
